Account ID,Account Handle
334703918,DevelopingZack
1086371525572337664,splifftail710
1162932490069147649,Codugh
104497009,trustyarm
732727014054989824,derek_518
886503588813578241,CryptOdrey
15987356,brentgunning
974873071055200257,lukemayernik
1253493257029459974,ruffbitdog
1159879387606650880,BSVBusinessShow
1255595064463589378,CharityBSV
1365845987613282304,TokenPow1
1382067009718870016,SatoshiSwords
1257893553952264194,MetaIDio
414653048,jaimexbt
15061332,esthon
966400668721467394,my2cents_app
1312167123997937664,Relysia_SV
1370418045370433537,1bitcoinintern
1401296002812825601,Snoozzz2
77895265,VanquishAudio
1170937235044126720,AmlehGold
1376527857363652614,duro_money
26209480,sgbett_614
2450347442,Gannvan
285241780,eolio76
395349799,PJGrube
5841422,andyrowe
1240299288070107137,Deuscypher221E
1148319368687656962,BorschCassie
1167700230990520322,weiblock
752496286742351872,F2Humanity
1090522082004353024,Ins1D30uT
3921123800,DFSGeir
858308713391595520,LZrvll
1116541032777183233,JacksonSatoshiV
1162332636603457536,B2029org
1473150207567167490,FoxSyndicateNFT
941993323052531712,1BitDaddy
95994095,Uncle_Nakamoto
83396665,MandeepTheMC
1210590911924752384,BabushkaGop
46326742,bsvbulldoggy
1173160514828083206,Cryptobo2
1910389087,Ang_Biener
597313289,mindstatex
1169304619689873410,sleepless117
1345010797701959681,PowChess
1069044267157458944,BsvCrypto
1189961950228361219,sennie39
1431681015295184896,bitcoin_phone
204685599,Progcrow
1276527424298274819,COSXBT
1276111723104104450,The_HoodSquad
14841051,mohrt
30854248,mojaber
25063414,AustinOCTW
1181015221000757248,boex_offical
1281630363098345473,stephtowerMNL
913793673443164160,Zigadeebong
2906289614,TeamWinnaar
1373926801521664001,extrax2030
884112415650197504,davin_goodman
65396220,deepwaterz
1018884836709322752,bitbossio
53930269,sirtoshiv
952631957057409031,littlebiggie222
17599528,jeffersonkernel
1068458487598919680,specialized_420
233330797,jimmiebitcoin
448578295,BSVisBitcoin
1202970453561753604,RodSirloin
1163183238120202240,Bitcoinsv_Wales
1019706995320868864,TheBitcoinToken
941372800983498752,hagbarddd
976561629021155328,_idnar
1369551384576544768,basednames
16228611,mistabill
157928405,Firaenix
1208678219576008704,brimlesslab
1351738123823181921,CoinDouche
1438530881103204355,iampewnicorn
1571847199,snaight
1407463272278679552,CUBTokenBSV
955940532848533504,bsvwhale
39482331,AdamBowcutt
951916200350572544,The_Cryptoh_Pro
303301145,Countergrind
15810416,dysmemic
39439906,danwag06
1170928205466701824,TimeSta76701947
1294816718523596801,DappInstitute
1254056665655246849,BaemailMe
1475808941514924035,GalacticMiceSV
1231365719125827585,Codenlighten1
3176777132,keitabsv
1375600544840962052,SensibleBitcoin
1157934030664302592,bitcoinsvdevs
1306213506077863937,_bitpost
1235396048018747394,NBdomain
488533985,JohnnyUtahN9
24724009,EdPownall
54897838,botelhofabio
1377194102421291014,DigitalCollec
1365332536474402819,TheSoonTimes1
1147579548374130688,love_dookie
1090719578806722561,Nemesisbsv
1476996714871635968,JamifyBitcoin
2318204982,c3ntrx
1126910109312061442,CryptoWorldNewx
1185723697224736768,IDomsac
1008665027514007552,BitcoinBehemoth
80296874,clemensley
812850984808574976,Cripto_Bitcoin
14185659,jonathanaird
440144976,TheBSVLounge
1331792516925042689,OnlyOnBitcoin
1412454766177755138,SVTHOTH
1415396351072882688,ShockTheWorld5
1332712294250377218,GoBitFundMe1
13491392,ejfhp
1413412350,SamCoxDJ
1217407217088876545,LetsCreate9
1167898605547663360,5centspace
93544377,rbzbeijing
898308308200824832,BitcoinJerry
1255556304287887360,honahq
25579356,AlexPickard
942294460230193152,DeepDish71
1473315410401546241,VeryRareVenture
1450406314455310339,BlockchainConv
295272896,pepoliopo
900325922712174593,davincilifesv
1465530516170424321,SEMO3D
1459640113479180292,magetaNFT
1275407485327806464,sickkevi
966079631307804672,Zdch3
1120837673420083200,EtchedPage
1323754263999295488,JustNikiMaybe
1149032505313583105,snecktoshi
508143270,PuhekR
1386122279982182401,CFlipNFT
175656956,kyuupichan
1192701216133931008,BsvEvangelist
1128525227103666184,stoichammer
1184285428179800064,littlerocketpos
29200115,aryanb09
329326880,MrBitmonkey
1446890515614650372,castleborne
3183316868,Maxxx_6815
3074578447,beardpappa
48944648,duceswild557
1187380359811350530,akondelin
924298035915579393,BlogueroDigital
1450997915359535104,XYZswap
1147210500725444608,Mr_PeterGec
1511772093955911687,twetchjobs
1294681746106187777,MehdiBensid
1452388963205922817,NinjaPunkGirls
914994579048243200,Ginkgo_tree_Kr
1476364257344299012,RELIXHACKERS
925277060645474304,Stas33496
941810893364563968,klimenos
969574067652186113,DirtyRandell
861180391,K_Haugaard
898543969797275649,ganjamanxxx1
1516106137,NatalieAMason
1197115646829461504,bsvrun
997559844600197120,shortclips1
1271029975802576896,AbendumAs
1447894107435700228,ACP_Nate
1402123843930525701,_mr_scatman_
884084822,DanielLipshitz
902008659558842368,KarlTheProgrmr
1297135225965879296,BSVINTNATIONAL
2312703719,nillavanilla
988273155406938112,Dan_ZLiu
145288246,proofofsatoshi
1119264059973668864,MetanetChat
267581845,M1n1tru3
2280769296,BlockExtreme
952639191594209280,brilliantbit8
1409655638,CostaSga
1112799501335650304,efebles24
956695542972715009,ThomasBakketun
1312331846940848128,immutabyte
3148598951,BasedBabesNFT
984551766141362176,SharkTalk_
855264692,ArtemisKane
825088639956836352,ScottBibler
1205126596929212419,dokkz_com
1146183694564171782,SatoshisQuotes
1126223901409804288,RuneKano
1426128234903711747,BSVClub
1190752106854133760,MetanetSociety
1217251931141226497,tocial_chat
705812720591835137,HighAltitudeInv
3227863536,TrumpetisAwesom
1283172399689629702,blocpodcreative
896605553660755968,leondavibe
1433832091083546688,Lucho_ArtArg
1356221032261169153,AmiCryptoxo
1449516683140362242,sensilet
902771673535012865,BlockPressApp
120971525,BSVBro
295093006,dickcata
1083696687493861376,ONTIERLLP
707313269560586241,freedomFunder
1453975024021426178,BitwomanBSV
943693050198425600,crypto_daze
24007355,sparks42
1119921517,Lindsayf15
2595164142,VeryVeriViral
1337331229025333248,bitcointalent
30880749,MrZ1818
1361413811081781248,420Whoo
3730920982,bitcoinsteffen
934331484239953921,wolfgangbl108
4202081780,bitsko_xt
1354906405883547649,Slasherking5
1372546758887272456,PlayFyx
1473892085602344961,PixelPets3
1088551850855428096,FivebucksC
1350147209245954050,_SteveMoney
708839214108913665,coinboots
52613785,benjaminicholas
960710309940838401,FomoErektus
2447556565,claudiavdvs
208430291,shralped
71167329,ascnft
1462018349290897410,poolsats
2379248064,constantGMI
1354851558,Trumanator12
2565693674,iTabeMan
1381499609160187905,ChCenti
1172130304955490306,bsvrealist
900494539202281474,myBTCNotBruces
1391412659338240000,BSVANDREW
2291790158,coinline
16397051,kittytreats
1364186846897573891,bLackbe1t
1342456144292286465,BTokenProtocol
1022345349959012353,SpartanPrairie
878366847602765825,1steven5000
2471515165,sv_frontier
1036861162174836736,CRYPTICTRADER1
864777286817656833,avadhuta_candra
1456341930548371459,SenorBrucee
1453727803967303694,H10ndamane
1291456594371399680,paypresto_co
1461228412669161473,showappofficial
1012270197502332928,frogking69
1010499608101863424,TestBitcoinLive
515672658,SaturnJS
1400819750091976705,TackyTail
928525477555273728,CryptoDeano_BSV
1404628318918488067,mike59048825
1499748939477794823,nakamotorclub
1029345320251977728,BSVForeverFund
1382452455611506697,ZiomaryB
1230060138804891648,myPaymail
1459767421951041539,GrayFox_inc
609428439,dazk2
1269054802081783808,mikefletcher_
1065336668633235456,bsv_nz
1359681986495799296,djsuperflow
3024469779,WHofford
2921321972,thomasshearer77
1178274547297968128,Fastpaybutton
1226696071105171457,OutputCapital
1011136857566953473,02042020_620538
1282850204,chithanh2013
1117852807934009346,bitstagramcom
950923235553660928,SatoshiEngineer
1073356248668614656,MDRevelations
290554537,meikeXom
932746146312683520,MonkishRex
1261398913,_StarKicker
1068134019034943488,BitIndexNetwork
1121365727590506499,Bitcoin_Swan
66255931,MelRichelle
3815865251,life_BSV
1398924061149904901,tommykinchen
1311833762968358913,castrfm
1466510197917032450,BitAliens1
1473464596606427142,asicBMF
874309141526794241,BSVBabe
926993646913699840,Open_a_Window
1491832763804262410,DoubleAxeApes
1457047320420253698,LVX_COIN
949363323681767426,godof_meme
181850929,joopar816
1361325189561266176,realUXcat
1098466482567237632,marshallgeneri1
1162717081223270401,whatsupsv
1469894054716624896,twonksales
1189481208628932609,HandcashSupport
1144312224158298112,MarshallGrogan
1425880334,Max0SV
1057910263456894978,BSVCentury
529916796,PJM_Says
1446941770038890501,dailyjoker90
4836227583,smoakpipe
1429622233333256194,pew_crew
1066951963936403458,roostersv
1244999550,DereckWDew
988760860385570816,ChicoCifrado
16418644,gmadd
1259899298063343616,a_ManFromMars
1072563719933177858,ShootinTex
292952757,Spoorburger
999660588031606784,BitcoinDevilSV
936230210,LloydPress
1445032316032753669,joinbsv
1367485543374872581,MateInvoice
890583142821748736,BakriElhamim
4824390694,CraleSkog
1356642155478024196,RelayX_Support
1035857731457114112,paopl2020
1052173489040515072,ceosolana
1475335970689982464,PuggoSapiens
1136920876597727232,bsv_dk
1131117604964163584,meilea4
908762238768558082,CryptoRedacted
2852385657,BenTouiSouf
1072038481054990337,westjourneya
985539002978787329,nawBitbot
1336766339621466113,DadFromTwetch
788876585793425408,Maro2781
1164231937646575616,Bsvespanol
1183311978644824064,seafoodchain
1415301351102427141,Microsite6
875940937922338817,jocrislim
1259662348421410816,damxchange
1472713149551943690,1PixelPrimates
973213556060569601,bsvchina
209127287,JamesRMarchant
1056426261055078401,bripasen
907556093483560961,Barefoootz
87913698,stv1024
1014501278225915904,vlisBSV
1078158764,goatincharge
1490036497197588482,ToxicTigersOG
283964765,zirms
999295814848696320,_CincinnatiJack
944205992509677568,ryanxcharles
1033439652127092737,cloudbuster_se
1325410474003927040,twetch619
1132725219318292486,disscodancer
191006362,sherrykochmail
889742278075359232,TwoReelers
1127206138426978304,Jonny14071
921037241165762560,yevgenydevine
140322642,SatoshiVisioner
19595425,HeidiPatmore
1411621912887939073,TwetchToTheMoon
1434810896409403393,benbitcoinsv
16949516,moshing
2633428995,XLBr92
1227341802228867078,spendmybit
198528362,hashamura
74995845,kumo_ph
28636451,znorb2000
1016751824005750786,CrypChain
1119652990305165312,NikamotoS
1382365443915190274,BsvIsrael
1283980428597252096,TalkBSV
5488202,mungojelly
1053832216780910593,Crypto_Stash
1453452910449381376,Ronios10
1446829934618374145,pixelana_
1199151189843234816,Bitdogtoken
68344257,markpiters
524859646,Foutis1
745846002,AbyArtDigital
863306490,Swandiveblue27
588192211,Machiavellecon
1300984398213505027,bitcoindapps
1063013209748070400,DiveCody
874018855210725376,Bayalumaya1
1105191187844079616,Rempejek1
910039143480045568,ndresmith
1137740247083757569,AJ76990535
1001369548157681664,MrsG_MC
1092473029618208772,Joshua_Hullett
140162774,Kabawl
921165651166810122,HoraciusWegener
1009851170,SimonCohen85
1341966357231972353,NourRevan
923943007358935040,iusebsv
1002252614338252800,prayer0000
894375575711662081,Hardforkers
265467012,Christophe_Be
1469006071255601154,AncientNFTS21
936698226106703872,Snugglygope
1363165145610944513,sato_visn
1313678215475392518,1nkeeYT
427799047,kungjew77
872071501650046976,LegareSimon
1142393188319031296,CambrianSV
929329136383901697,Railzt
1030186118581506053,boksnik
2609658366,MakJacobsen
977932548230688768,RexTrugo
8168962,bradjasper
1242768556539785216,DimelyApp
1466311675095961600,bitcoinbooksco
15915978,osmas
1468198888347770881,Silvercoinfox
789328387747655681,hashtagdopey
1117899508132614144,presentlyMihai
967067502672056321,FramesJenco
1240191989817036800,blackgoattrades
60717144,pmitchev
1381211456910295041,SoonNetwork
609051282,rdnxyz
1464041326916288512,fernburn74
2679148962,bobcatbsv
48433052,philbsv
1156923666019618817,myBitShit
89584450,ChiLLaXXn
1252524965850537984,mrhill369
1341036473806675969,BitcoinFroggo
1154759129078075392,BsvGalaxy
32535699,randw
966889143929208832,Jo_Climacus
1192861190264897542,ohnoitsface
1242724770677960705,sentimentdotpro
1260494582527209472,CRYPTOCRAIG9
302174566,_hrusty
920840735880024065,KoloeridiArts
1492967121831317510,NfTfamiliars
17351428,sheikki
1426308862349565952,RetroPopeLuigi
881918725108191232,RodneySA96
1617918913,DavidL_BTC
1376246255102332931,PearTubeP2P
2585987270,1FrogTony
877362804990164993,scrappersNFT
1198607989697064960,1Longji
938487020556517378,ricrossi1
40827263,crisis2peace_
1064759944199659521,SuperiorVictor1
932348690819371011,vires_numeris
4856993415,PypBouer
938510785084575745,CryptoBlueMoon
972048168044191744,angusjbrown
1302867769432715265,UseThatBitcoin
1356595403165155331,Jason97321063
1192462351322222593,operate_bsv
1070734546847629313,AHaircurler
1450233419636617217,BitcoinGh0st
971777132044177409,Ilikedtolurk
2810509605,coolxeo
574980005,HappyStopLoss
1161720148874682369,JacobYako2
42253021,rimfootpolearm
1448569448286195714,forever_realm
1067624853090590720,jcbstwsk
933224930493079553,kingkhan1208
740876772238036992,djannieX
4719176301,POWRARE
1508779576687738888,donfreat
1124855884474081282,bsvlinks
16284406,tonesnotes
1170631513844649984,TwetchCast
960233791854800896,Vince50818862
1494548342432534530,psychoparrots
932841098812071936,discbit
1266699415873437697,eunuch88
3663570493,AnypayX
796725661587165190,___J__O__E__
921139255002521606,CashPromos
24970532,Vemundzo
1112715529037508608,RomainBsv
917327036443590657,hivrapp
791109974193606656,RumojiD
1382070852297056258,EntangleIT
1031895971536334848,bitcoinsv_jp
3082144914,BGAP600
1102735981319380992,bitmecha
1379057519637716995,Felizmenteamar1
2383619184,Number_Sonics
1097242724628135943,Bitcoin_Florida
1218284841936003073,MartinBitCoin
566479653,Hntaigana
949239960,MDF_365
947464844575248384,rahul69396512
69693806,AwesomeMathUse
1354291910089863170,BrandonDk13
2821986845,OoleeOolee
1282634327474319360,bsvaus
1349799626610774017,AdamPaigge
584095619,SoufouS
2261890790,keyatoms
15798963,qvale
1394556261903917059,BBimWalterW
1144523572058025990,youiti2nz
1520924106,nattehanddoek
1205061255230300160,bitqanda
1280361199973003265,21e8ltd
155764490,LennartKi
1631283282,_6ecko
1277514029129318400,MetaStraya
868050548,SocialHorseBSV
204515841,Belgriek
1452759527217111052,UraniumCubeBSV
1378127914198298624,theacut88341493
755059920387579904,rephil_
1030413295650451457,hans8724
1119958082682019840,BitcoinsvS
1357766997396885508,BigCrypin
1216146718346997760,CryptoSydney1
942165369677950978,robccc123
1482039272152600576,IwasBUTTERS
1222328204519596034,arkstreams
1431989885917810701,CATN8_
1171711435195314176,WateryGlobes
1423982589635964929,BitcoinPigSV
2313041000,Mason_Br0
1346773983270678528,Optilon1
524889545,l3randon_ward
1339711735587069952,AlienAntBag
871541653584007169,immortancrow
1164065593093427201,realMedioPay
1379816530158837763,AstronomyDork
1403812455101370369,NathanCropper2
1041607805600296965,JOurfalian
930094299642961920,okuracoin
4834147631,chiuta2010
80242618,GageDrums
1283718171644571650,ogbsv
1058689022011338752,ElectroneumBel1
1134301051803168768,bridger73903740
1000942690119307264,Patrice_Gaucher
3104876795,amartincataldo
920285659411103744,joakim_holmer
1454113257661235200,nvmbearNFT
1478250143015223298,PXLnShit
947328667645984768,cksoin
1491108536,BitcoinSV22
873176339330760706,cryptodiggee
1488742619433734147,lamintapp
1216635200689426432,BitCastSV
1101692715765383169,inkstr_
1437415278640570368,baseddotxrp
1355178444364115969,metashard
1424318553906458628,SVAgency1
39229742,Be1111
1135265856152252416,AzorAhia
1508237793113387010,StoneAgeChads
2297300128,rmhoegh
1451431528374980612,LAWR2100
1159661523045720064,TopupSV
945967431230545921,metalslaw
1496506515301228549,CuteDogsBSV
850404931739824128,Atoshi_Akamoto
1115892601562046464,BitsentN
30668836,Dj_Liberty1
1274700057841995778,trades_true
1435187717923491841,AsukaIoka
1328229923828371457,verlantokyo
1503977698276016129,LizerCorp
740862512292192256,marigod6
1262840364508909569,BitcoinPeterS
1131169867380355072,PasinduMaduhan5
174758378,patrick99e99
1460389313833840642,EMSBSV
1462538859514933249,AceofGears
1435811592474480640,LamidaRodel
1124983090533806086,swider_aw
3886972152,zweispace
1283136680577437697,slashlazz
2785148321,Charlytavu
377398289,satoshnik
7864932,davewantsmoore
1371568858344079364,CheesyFaceBrand
963318067806818309,SBICrypto
550301019,iamMichaella_
49327527,BeNotAfraid29
1475856996393893890,satoshisDragons
48985603,VJRiddell
764189791596404736,breadofsean
1038729927204384769,stephenprober12
1466590845155831810,DefrontierNet
160754954,splitbot
925284992,tabi_bitcoiner
1469124712584278016,realonchainnft
726769677112733700,MetaNetTV
1385554660195512321,MyTwetchFeed
709933726801727488,penny_flipping
358769625,rangelwulff
953453081748037632,artist_kriztix
933285654724857856,CryptoFX93
744190771,bluegod_001
2328789505,BearCorpRIP
1414661781050601483,AboutBsv
856707119403474944,BSV_TR
227596689,1soysauce
1095618747866451968,AndySan34394211
1422001945083105283,BSVcoiners
2485367419,tyashoj
2848165900,indeguy_1
1067408366132113408,nondisinterest
229548918,meganeutral
1143990862138896385,freeradical_aus
1372567051542351872,playhashwar
1119242755006447619,BlockchainDance
2908988953,winterwishin
344619158,SatwantSK
23321023,Ahankara
236644623,king__bingo
784497782811873280,DDanylevych
945848897892646921,tradingjayjay
610110011,eic_song4u
1190116811968147456,craz_tom
1260390843090964480,Earn_SV
29276485,san00bie
2645589422,SheriUcar
73629450,neilyboy67
2770511,Devar
1325574959578615809,Spe22358987
1063855566072688640,SatoshiTruth
1015117066947452928,FThooligan
15840183,lmazur
1474654122141966341,SvVoyo
952719377014517760,Clay06161819
2270310200,buyemoney
1095420157281951744,BSVHaarlem
3276288246,thejosuard
958755053497651201,MariamAzeb
1143746454378430464,HadronRaging
1884334688,KKWuckert
1392187547124572166,eva44965
280360818,Abraham_Shim
1438545771381628933,cd300000
20591089,aaronsevivas
931690746872201216,jesusisinside
1499047344213565449,NovoBitcoin
1476407126595620865,BSVBotheads
1338987315939643397,BsvSudan
1217438689179074560,koalamentIO
919880430,danibelding
1014122201296134145,Yeeri146
1690701620,JCerian
1149896229704359936,cyphergato
155829292,mrcossack
1044817107177930752,FnqComp
1357690808464404480,BitcoinHorse_io
1448982512966021120,BSV_NFTs
910310036022337536,iotacom
111932675,ImTheNotorious1
1453192404,Judas160
47469783,RichSchultz3
73564685,Sintotwolf
960910756752580608,maxherbertwest
1480510196338372611,Fronks_NFT
1160376545858478081,BiIboSV
1732375200,ChanguitoBSV
1318273847037145091,montenegro_sv
278262497,GaryMillerrr
843423927665922048,EmrahBSV
89454245,PhenomenonOne
1371892232551333890,DLSIT1
1428726620328706052,Wilmariart_
1398284812708950018,MusicArt_nft
1019828249067601920,Ramizikram
959993543627386880,realsurgesolar
736062687759605761,ob1ock
765474142254575616,NishanLibertine
226707500,uytcow
1264008648,andr9100
1215802655819345920,The_Stockmen
952988172073521152,mpapec2010
2594826336,heardsmith
1458289090525335555,KipMafiaNFTs
900824877032235012,HealthWarrior1
393590840,KingDevon11
985321631701581825,thskrql11
1035935097717972996,JWalkyr
1342830639477911553,HershTwity
950671576055328768,XbitsIO
1321147261720645632,JonathanVaage
1136336753604775936,KamranFrancois
1480117791118270466,StickD00dz
1131135783669260289,Rafa87790596
759001649528475648,britesense
1468915861729726466,CrazyBotData
229627645,jasonchavannes
298151967,ilia_obraztcov
865409047658323970,lucky8six
118613088,Latifv6
1354284044771598339,BitSurfApp
1492147705610604545,skepticteensbsv
1457480649166635012,REDDEADBSV
3438032734,CrazyRobotNFT
1298740626964570114,Raspora_
785952155437969408,007_Xia
1460859424956948487,MatchMolly
1392047129581867009,ChloAquino
115196930,s_curves
1132769946348298240,bitcoinquery
1257045045947043840,bsvfan_
1347774813528473600,CamilleKenton
1298512531334369281,MoneyStreamCash
1410197601505316866,davidd_bsv
1034018149903958017,TheKelJohn
839623734088646657,_Qoozie
1477400425598898177,BunnyCartel
1372609029382496261,GriggsBH
911789228,gulucraft
1942280792,bash_editor
178653459,meysamrezaei
955815327203434496,BitcoinJeepney
1274214411981295616,twostack_org
2432031027,Matte_ag
3323728491,ashmotoDisciple
2944273528,diablo_bih
1153300838187753472,HandcashBot
1271392712860844037,BitcoinChosen
1470997451809046531,FAPVERSE
1011252581304324096,TrueAlphaWolf66
903726213717479424,CeunenBjorn
1066322575473762304,M15t3rE
1514036986541080577,Swaggins218
